26,57,50,26817,338093,12635,5277,10025,6585,3873,7551,0,True,2024-02-20 22:19:39.783300
27,69,77,50944,133754,24510,13473,12629,13023,4249,3528,0,True,2024-02-20 22:19:41.790979
28,69,67,14368,13701,7615,903,2773,5954,2539,1618,0,True,2024-02-20 22:19:43.797445
29,61,50,71163,572377,7695,5405,21300,22474,7968,5479,0,True,2024-02-20 22:19:45.804258
30,53,47,49238,93814,12482,7028,3744,5436,2548,941,0,True,2024-02-20 22:19:47.811084
31,50,29,22714,30681,1584,2594,7477,3120,3320,970,0,True,2024-02-20 22:19:49.848972
32,41,40,9698,15706,15877,1336,6700,3657,2610,1240,0,True,2024-02-20 22:19:51.858342
33,43,60,5831,11994,6966,4548,13574,4691,3235,790,0,True,2024-02-20 22:19:53.864101
34,63,38,456356,2225056,12244,15036,45548,197406,108726,31249,0,True,2024-02-20 22:19:55.871211
35,75,51,15645,90322,4044,6559,7087,7353,2666,3731,0,True,2024-02-20 22:19:57.874675
36,80,44,58389,90456,24104,27738,35550,24651,8739,6282,0,True,2024-02-20 22:19:59.878993
37,60,41,664464,1547858,161975,158874,145325,51863,161350,144250,0,True,2024-02-20 22:20:01.884862
38,38,60,583877,2127969,61413,67318,20412,40811,27428,10116,0,True,2024-02-20 22:20:03.890395
39,35,50,32802,71812,5183,1523,3240,9722,5077,3173,0,True,2024-02-20 22:20:05.895109
40,16,54,97718,45082,51068,18283,9511,7224,4492,2145,0,True,2024-02-20 22:20:07.899770
41,26,54,31923,27986,4422,11086,9385,5464,2963,2018,0,True,2024-02-20 22:20:09.903973
42,29,70,33786,123659,15525,18038,5390,5818,4120,1131,0,True,2024-02-20 22:20:11.907731
43,27,87,19341,12497,1798,23911,13786,8241,4531,2058,0,True,2024-02-20 22:20:13.911533
44,41,81,19511,11340,3156,8604,5064,4490,2286,2840,0,True,2024-02-20 22:20:15.916578
45,35,77,217036,490313,27602,30458,22758,20112,16646,8106,0,True,2024-02-20 22:20:17.921517
46,27,51,144627,152235,11006,5066,5825,6490,2363,1683,0,True,2024-02-20 22:20:19.926699
47,23,47,140857,814332,25918,53896,28980,30353,8269,3688,0,True,2024-02-20 22:20:21.931705
48,24,57,2203,190935,2027,1942,789,974,1126,752,0,True,2024-02-20 22:20:23.942619
49,23,64,40681,300426,13869,11537,13968,4452,5128,1259,0,True,2024-02-20 22:20:25.947311
50,37,81,48315,363126,16916,12306,7061,10210,13495,9578,0,True,2024-02-20 22:20:27.959460
51,38,93,29994,1418039,45717,9003,14048,11404,4077,952,0,True,2024-02-20 22:20:29.963010
52,16,78,12455,176405,3370,536,1326,397,218,303,0,True,2024-02-20 22:20:31.967963
53,21,90,8204,27658,10864,2621,2935,1899,786,859,0,True,2024-02-20 22:20:33.978561
54,23,83,64425,73951,4025,15355,3537,12806,3382,1619,0,True,2024-02-20 22:20:35.983088
55,17,57,95783,133148,6757,6442,9804,9128,2294,1324,0,True,2024-02-20 22:20:37.992518
56,35,69,20760,10182,25427,15707,24878,6810,3038,2610,0,True,2024-02-20 22:20:39.996619
57,21,51,149682,1009949,23715,12340,8603,5155,10029,6683,0,True,2024-02-20 22:20:42.002249
58,1,43,161741,349915,19703,2040,12621,4737,5833,4368,0,True,2024-02-20 22:20:44.008577
59,16,54,26825,18438,5534,6849,6126,11599,3045,1183,0,True,2024-02-20 22:20:46.013192
60,7,24,642446,1352310,22619,22095,23942,31804,13121,9768,0,True,2024-02-20 22:20:48.016878
61,17,41,13029,43274,12877,6980,5146,2631,936,1211,0,True,2024-02-20 22:20:50.024317
62,30,40,48274,35272,959,4852,4582,4296,2820,1185,0,True,2024-02-20 22:20:52.031030
63,34,41,8893,25999,4394,6451,15093,6390,1388,1221,0,True,2024-02-20 22:20:54.041617
64,41,70,515126,462137,341908,191836,89408,109253,18921,34017,0,True,2024-02-20 22:20:56.047576
65,51,57,36286,84871,9219,5692,8382,8572,17260,3513,0,True,2024-02-20 22:20:58.053207
66,80,66,8073,21940,347,7841,8236,20239,3713,1265,0,True,2024-02-20 22:21:00.058536
67,74,61,34993,225434,5847,6058,10239,10424,5621,2277,0,True,2024-02-20 22:21:02.062872
68,80,53,52265,424411,12103,20911,13715,19869,13543,3482,0,True,2024-02-20 22:21:04.065994
